"","business_id","name","address","City","State","postal_code","latitude","longitude","stars","review_count","is_open","categories","compliment_count","Business.Status","Region Category"
"17","-zsvmEbkd-K9K2DAAKqiEQ","Salty's Island Bar & Grille","437 S Gulfview Blvd","Clearwater Beach","FL","33767",27.969764,-82.829336,4,599,1,"Mexican, American (New), Seafood, Bars, Sandwiches, Restaurants, Nightlife",0,"Open","Latin American"
"18","g-0-_hPz-yr_f4gBFbX2Ow","Kim's Cuban Sandwich Shop","11911 E Martin Luther King Blvd","Seffner","FL","33584",27.981183,-82.29767,4,39,1,"Food, Latin American, Restaurants, Coffee & Tea, Food Delivery Services, Chicken Wings, Sandwiches, Cuban",0,"Open","Latin American"
"19","Q4q9xFDxErreYTMrRshP_Q","Tijuana Flats","2518 SR 580, Ste. A","Clearwater","FL","33761",28.01992,-82.732923,3.5,89,1,"Restaurants, Mexican, Caterers, Event Planning & Services, Desserts, Tex-Mex, Food",0,"Open","Latin American"
"20","Jr90GZ4uthyYp7407eyutQ","Sea Dog Cantina","2832 Beach Blvd S","Gulfport","FL","33707",27.7414706131,-82.70766,3.5,63,1,"Cocktail Bars, Bars, Mexican, Tapas Bars, Restaurants, Nightlife, Tacos",0,"Open","Latin American"
"21","VnQBbu2oco57NB36kFhC2w","Café Cuba","3240 Lithia Pinecrest Rd","Valrico","FL","33596",27.895823,-82.246869,3.5,42,1,"Sandwiches, Salad, Restaurants, Cuban",0,"Open","Latin American"
"22","P3qii5-Hch2tDd1e59znXQ","Franci's Cafe","4901 W Linebaugh Ave, Ste 7","Tampa","FL","33624",28.0408259,-82.5264812,4.5,34,1,"Food, Restaurants, Cuban, Cafes",0,"Open","Latin American"
"23","y3iKFTk_sgIXCT6fNcBn_Q","Chili's","2794 E Fowler Ave","Tampa","FL","33612",28.0550259,-82.4280458,2,114,1,"Chicken Wings, Bars, Restaurants, Nightlife, American (Traditional), Tex-Mex",0,"Open","Latin American"
"24","xkTjLbBC7uB-rAIDqAm-sw","Los Comparres","5305 N Armenia Ave","Tampa","FL","33603",27.995155,-82.48414,4.5,339,1,"Street Vendors, Restaurants, Mexican, Food Trucks, Food, Seafood",0,"Open","Latin American"
"25","07i5EdI8v2FBhVV-rya8Wg","Pupuseria & Cafeteria Centroamericana","2504 W Martin Luther King Blvd","Tampa","FL","33607",27.9809251,-82.4855927,4.5,137,1,"Latin American, Restaurants, Salvadoran",0,"Open","Latin American"
"26","Q5odYgHa-ApKOPVrEFmRQA","Centro Cantina","1600 E 8th Ave","Tampa","FL","33605",27.960583,-82.441572,3,107,1,"Music Venues, Bars, Arts & Entertainment, Tex-Mex, Restaurants, Karaoke, Nightlife",0,"Open","Latin American"
"27","tl6CbSRA1txPHavvrQZfDA","Plato Latino","202 E Bearss Ave","Tampa","FL","33613",28.0889550568,-82.4588084221,4,55,1,"Restaurants, Latin American",0,"Open","Latin American"
"28","LH7kN8nAyF2JE5higfK4ZA","Taqueria El Sol","702 Railroad St N","Wimauma","FL","33598",27.7121935,-82.2979132,4.5,69,1,"Mexican, Restaurants",0,"Open","Latin American"
"29","xCveOAv9FhUGAGr-qNhKuQ","Sweet Island Vibes","351 W Bay Dr","Largo","FL","33770",27.9163243,-82.7918821,3,12,0,"Event Planning & Services, Nightlife, Bars, Seafood, Arts & Entertainment, Caribbean, Restaurants, Cocktail Bars, Venues & Event Spaces, Beer Bar, Music Venues, Caterers",0,"Close","Latin American"
"30","xGUAa3xa8KsmbolC3XboQg","Xtreme Tacos","310 East Waters Ave","Tampa","FL","33604",28.0254766,-82.457399,4.5,193,0,"Mexican, Tacos, Food, Restaurants, Food Trucks, Tex-Mex",0,"Close","Latin American"
"31","LkskzKzo_S8YmG1dGn4hag","Tijuana Flats","9520 W. Linebaugh Ave.","Tampa","FL","33626",28.043321,-82.592416,4,104,1,"Tex-Mex, Mexican, Restaurants",0,"Open","Latin American"
"32","aqWE8jXPqIQ5Tt80gNmuSA","Taqueria Chazumba","2095 N Highland Ave","Clearwater","FL","34698",27.9968784,-82.775358,3.5,12,0,"Mexican, Restaurants",1,"Close","Latin American"
"33","lZyINQz8hoGZk-WhqXy0Sw","Above The Salt Cafe","428 W Waters Ave","Tampa","FL","33604",28.0250508,-82.4650148,5,41,0,"Cafes, Cuban, Restaurants, Nightlife, Bars",0,"Close","Latin American"
"34","aAdGIK9ewmiWtGzIcrQgNA","Gran Agave","5924 Providence Rd","Riverview","FL","33578",27.8944444366,-82.3180296645,3.5,214,1,"Restaurants, Mexican",0,"Open","Latin American"
"35","Jc6MxMyCLp4DMfN4C1t1aQ","Pepo's Cuban Cafe","9939 4th St N","Saint Petersburg","FL","33702",27.863139,-82.6384169,4,135,1,"Cuban, Restaurants",0,"Open","Latin American"
"36","AjzEFdI4hheVodEJZLLJzA","Asados Al Carbon","7212 N Armenia Ave","Tampa","FL","33604",28.0150284,-82.4857457,3,26,1,"Colombian, Event Planning & Services, Latin American, Specialty Food, Food Delivery Services, Caterers, Ethnic Food, Barbeque, Cafes, Food, Soup, Breakfast & Brunch, Spanish, Restaurants",0,"Open","Latin American"
"37","9kNwVP9V3e5NVbTSNsUN4w","Miguel's Latin Market","2128 Mariner Blvd","Spring Hill","FL","34609",28.4636494,-82.540694,4,12,1,"Ethnic Food, Specialty Food, Meat Shops, Delis, Grocery, Food, Restaurants, Cuban",0,"Open","Latin American"
"38","9ouyziwYpSvJzlLFpukSgA","Chipotle Mexican Grill","3700 Park Blvd N","Pinellas Park","FL","33781",27.8388019441,-82.6846666245,3,88,1,"Mexican, Fast Food, Restaurants",0,"Open","Latin American"
"39","P_x9fEz8efemqOIV46S0tg","Red Mesa Restaurant","4912 4th St N","St Petersburg","FL","33703",27.8168717,-82.6389697,4,585,1,"Bars, Cuban, Wine Bars, Nightlife, Tex-Mex, Restaurants, Latin American, Mexican",0,"Open","Latin American"
"40","JhwFBmMtZUejWLuEQfGoTg","Los Comales","1202 139th Ave E","Tampa","FL","33613",28.0738053,-82.4468235,4.5,19,1,"Restaurants, Food Trucks, Mexican, Tex-Mex, Tacos, Food, Latin American",0,"Open","Latin American"
"41","USekrAG0-4tJUs9V2gBBOQ","The Honu","516 Grant St","Dunedin","FL","34698",28.0136119,-82.7852494,4,234,1,"Poke, Breakfast & Brunch, Parks, Mexican, Soup, Nightlife, Food, American (New), Restaurants, Bars, Music Venues, Active Life, Sandwiches, Tiki Bars, Hawaiian, Seafood, Arts & Entertainment, Dog Parks, Tex-Mex, Salad",0,"Open","Latin American"
"42","wI51ie-6j7y5MzxOCS4fNA","Tangelo's Grille","3121 Beach Blvd S","Gulfport","FL","33707",27.7381832,-82.7081043,4,121,0,"Breakfast & Brunch, Restaurants, Nightlife, Bars, Caribbean",0,"Close","Latin American"
"43","10MHfI2mRKGJu_Vbm64pkQ","Acapulco Loco","2551 Drew St, Ste 104","Clearwater","FL","33765",27.967192,-82.731746,2.5,19,0,"Mexican, Restaurants",1,"Close","Latin American"
"44","Knd4u3v3I_6SbAzp_gbXaQ","Mr. Sebas","104 E Reynolds","Plant City","FL","33563",28.0166144,-82.123249,3.5,20,1,"Food, Mexican, Restaurants, Ice Cream & Frozen Yogurt, Desserts",0,"Open","Latin American"
"45","WWnRdTjwaTnsLSJX95j-Zw","Hablo Taco","615 Channelside Dr, Ste 127, Channelside Bay Plaza","Tampa","FL","33602",27.9430540651,-82.447500625,3.5,268,0,"Lounges, Restaurants, Mexican, Nightlife, Bars, Tex-Mex",1,"Close","Latin American"
"46","IjtKwA7njLjTvZr0nFSLeA","Kuba ","7525 Blind Pass Rd","St. Pete Beach","FL","33706",27.7435201,-82.7506397,4,230,1,"Restaurants, Cuban, Soul Food",0,"Open","Latin American"
"47","kMXVKnMoI9l7_5wEUB4fDA","Azul Taco","5524 Van Dyke Rd","Lutz","FL","33558",28.1275832833,-82.5331485,5,53,1,"Food, Food Trucks, Restaurants, Tacos, Mexican",0,"Open","Latin American"
"48","H-uycxPWOXoJRK0utDaYLg","In N Out Taco","435 S Myrtle Ave","Clearwater","FL","33756",27.9616172083,-82.7957452026,4.5,55,1,"Restaurants, Mexican",0,"Open","Latin American"
"49","xbgai7EB9_ZcsJLAzcPIwQ","Jay's Cuban and Mini Mart","11606 Williams Rd","Thonotosassa","FL","33592",28.0521231,-82.3357518,4,7,1,"Restaurants, Sandwiches, Cuban",0,"Open","Latin American"
"50","sdLBeQVxRb0vbAuOB4rTvw","El Señor De Los Tacos","1441 E Fletcher Ave, Ste 111","Tampa","FL","33612",28.0689015,-82.4431821,3.5,60,1,"Tacos, Breakfast & Brunch, Restaurants, Mexican, Latin American",0,"Open","Latin American"
"51","dPfxNIJeHLKpny0GKtAsXg","Estela's Mexican Restaurant","10478 Roosevelt Blvd","Saint Petersburg","FL","33702",27.8663549,-82.642395,2.5,34,0,"Mexican, Ethnic Food, Specialty Food, Restaurants, Food",0,"Close","Latin American"
"52","Mha77MN_BYGB-w7DONZ5YA","Cuenelli's Peruvian Restaurant","4801 W Hillsborough Ave","Tampa","FL","33614",27.9966052,-82.5243863,4,249,1,"Peruvian, Restaurants, Latin American",0,"Open","Latin American"
"53","6U0ZweWWWQUzea2rF4zKgQ","Mi Viejo","6002 N US Hwy 41","Apollo Beach","FL","33572",27.76389,-82.396463,4.5,99,1,"Cuban, Latin American, Sandwiches, Restaurants, Breakfast & Brunch, Desserts, Food",0,"Open","Latin American"
"54","j8ByxvLNj0ycQvDm4Q48Tg","Mis Antojitos Mexicanos","3410 S Kings Ave","Brandon","FL","33511",27.8930620915,-82.293536067,4,24,1,"Food, Food Trucks, Mexican, Restaurants",0,"Open","Latin American"
"55","3UlwZi55bGg8CnDrjDBA_A","Greenbacks","6800 Sunset Way","Saint Pete Beach","FL","33706",27.7366544,-82.7507627,4,8,0,"Bars, Music Venues, Arts & Entertainment, Restaurants, Mexican, Nightlife",0,"Close","Latin American"
"56","6PshKI1dII8x4EESe5Y-Rg","Hott Mess Cafe","6102 Interbay Blvd","Tampa","FL","33611",27.880140305,-82.4936677172,4,5,0,"Tacos, Mexican, Restaurants, American (Traditional), Hot Dogs",0,"Close","Latin American"
"57","bd8bXrhpd2HIRo5qpSZhJg","Lima Rotisserie Chicken And Peruvian Cuisine","19062 Bruce B Downs Blvd","Tampa","FL","33647",28.146239,-82.354592,4.5,55,1,"Soup, Seafood, Peruvian, Chicken Shop, Latin American, Restaurants",0,"Open","Latin American"
"58","MyON48Q_Ql9IjLc0PPXLDQ","Moe's Southwest Grill","2543 N Dale Mabry Hwy","Tampa","FL","33607",27.9640115507,-82.5042694612,2.5,64,1,"Fast Food, Restaurants, Tex-Mex, Mexican",0,"Open","Latin American"
"59","ZRW9dxsm9Peh2zRHNvv29g","Cafe de Marco","17001 Gulf Blvd","North Redington Beach","FL","33708",27.818693,-82.823215,4.5,9,0,"Sandwiches, Cafes, Salad, Restaurants, Cuban",0,"Close","Latin American"
"60","gKPWC7F219oEbu5NXPzH4g","Sam's Beach Bar","6325 Clark St","Hudson","FL","34667",28.3619386,-82.7103407,3.5,555,1,"Seafood, American (Traditional), Music Venues, Caribbean, Arts & Entertainment, Nightlife, Restaurants",0,"Open","Latin American"
"61","QlI4_BHwxb5UplGwd4vE0w","Fiesta Taqueria","1479 Belcher Rd, Ste B","Largo","FL","33771",27.9035372,-82.7457031,4.5,123,1,"Mexican, Restaurants",0,"Open","Latin American"
"62","sMrUg8UgpvsV0qEzVScGpw","Taco Bell","8242 Little Road","New Port Richey","FL","34654",28.276969,-82.674113,2,21,0,"Tacos, Restaurants, Fast Food, Tex-Mex, Mexican",0,"Close","Latin American"
"63","mVMR2nvy96Jrl0Aqa8NeBg","Sabor del Caribe","7699 W Waters Ave","Tampa","FL","33615",27.9717043364,-82.610597697,4.5,8,1,"Puerto Rican, Food, Street Vendors, Food Trucks, Restaurants, Caribbean",0,"Open","Latin American"
"64","V8H6z5ulGJEkaFUyRfmLKw","Sculley's Waterfront Restaurant","190 Boardwalk Pl E","Madeira Beach","FL","33708",27.78556,-82.7812484,2.5,355,1,"Seafood, Bars, Restaurants, Nightlife, Cocktail Bars, Mexican",0,"Open","Latin American"
"65","svp-LUSgWRACh47Cng_DOA","Real Del Monte","1417 Cleveland St","Clearwater","FL","33755",27.9653397,-82.7783844,4,5,1,"Mexican, Restaurants",0,"Open","Latin American"
"66","ZD7_emi7fkJLFRwP2p09vA","Pancheros Mexican Grill","3700 Ulmerton Rd","Clearwater","FL","33762",27.892885,-82.684374,3.5,24,0,"Restaurants, Mexican",0,"Close","Latin American"
"67","pjb3xGA9ccjl49B5ERH46w","Carmelita's Mexican Restaurant","7705 Ulmerton Rd","Largo","FL","33771",27.8949805,-82.7442806,3.5,108,1,"Restaurants, Mexican",0,"Open","Latin American"
"68","KP5OncF2jhT7_J1phHPPww","Besito Mexican Restaurant","205 Westshore Plz","Tampa","FL","33609",27.9462497461,-82.5265678062,4,1092,1,"Mexican, Restaurants, Salad, Food, Bars, Nightlife",0,"Open","Latin American"
"69","zIUUlBoQOQqQLoi2ElcWAg","Suegra Tequila Cantina","4022 Tampa Rd","Oldsmar","FL","34677",28.0352664484,-82.6549851894,3.5,132,0,"Restaurants, Mexican, New Mexican Cuisine",1,"Close","Latin American"
"70","STtVemevd30WoiZWn_taiQ","Pollo Tropical","3134 Tampa Rd","Oldsmar","FL","34677",28.0516164,-82.6987286,2.5,84,1,"Latin American, Chicken Shop, Fast Food, Restaurants, Caribbean, Cuban",0,"Open","Latin American"
"71","Gm2t6tXjy0mNudBFsBxeJA","Havana Dreamers Cafe","3104 Town Ave, Ste 107","Trinity","FL","34655",28.2040994,-82.6430057,4.5,145,1,"Ethnic Food, Specialty Food, Food, Restaurants, Breakfast & Brunch, Cuban",0,"Open","Latin American"
"72","wQNguYCgwWID6XOPEpYuvQ","GUAC Tequila & Tacos","4110 Henderson Blvd, Ste B","Tampa","FL","33629",27.9273597,-82.5125375,3.5,58,0,"Tex-Mex, Mexican, Restaurants",0,"Close","Latin American"
"73","ybGk3OuKJ-XDWSAassa33A","Nita's Place","2106 E Bay Dr","Largo","FL","33771",27.9166726,-82.7650579,4.5,6,0,"Restaurants, Cuban, Diners",0,"Close","Latin American"
"74","caYHsI0eWE0UyEcSm04uMQ","Simply Delicious - Country Market & Deli","2128 9th Ave N","Saint Petersburg","FL","33713",27.7808933,-82.6618794,5,89,1,"Restaurants, Delis, Cuban, Sandwiches, Spanish",0,"Open","Latin American"
"75","TXoxXn3IETBBJxZQMQK3rw","La Casona","5709 N Armenia Ave","Tampa","FL","33603",27.9994336,-82.4841383,3.5,142,1,"Seafood, Soup, Restaurants, Spanish, Puerto Rican, Caribbean",0,"Open","Latin American"
"76","dpGKdWz6y7ymYg3tpiPNDQ","Taco Bell","2016 North 50th Street","Tampa","FL","33619",27.963492,-82.401384,2,13,1,"Restaurants, Tacos, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food",0,"Open","Latin American"
"77","bMIVLkX6-0U2NVPaVwt94A","Poblanos Mexican Grill & Bar","2451 N McMullen Booth Rd","Clearwater","FL","33759",28.0104334843,-82.7098818788,3,189,1,"Ethnic Food, Specialty Food, Food, Mexican, Restaurants",0,"Open","Latin American"
"78","A21srfWbl97OWsCn2lK-0Q","El Gallo Grande","1625 4th St S","Saint Petersburg","FL","33701",27.7543071294,-82.6386860758,3.5,157,0,"Beer, Wine & Spirits, Mexican, Bars, Food, Sports Bars, Restaurants, Nightlife, Specialty Food, Ethnic Food",0,"Close","Latin American"
"79","UaE5Wru0lD5kVIWbnQ8xMg","Franklin on Twiggs Eatery & Market","514 N Franklin St, Ste 105","Tampa","FL","33602",27.9488897391,-82.4589938298,4.5,78,0,"Specialty Food, Asian Fusion, Mexican, Poke, Tacos, Food, Restaurants, Health Markets",0,"Close","Latin American"
"80","vGupL5VfwBfkU5U0XylElQ","Taqueria Olmeca","1201 E College Ave","Ruskin","FL","33570",27.7124983663,-82.4183175589,4.5,32,1,"Mexican, Restaurants, Food, Food Trucks",0,"Open","Latin American"
"81","uaKXyCNVXWdfOOdbM88pMA","Liborios Latin Cafe","8210 Causeway Blvd","Tampa","FL","33619",27.9231015,-82.3637938,4,125,1,"Breakfast & Brunch, Cafes, Caterers, Spanish, Event Planning & Services, Cuban, Restaurants, Latin American",0,"Open","Latin American"
"82","fXsdsGnTntaRWbfUxP3wXw","Taco Bell","8021 Citrus Park Town Ctr","Tampa","FL","33625",28.068941,-82.5737,3,5,0,"Fast Food, Restaurants, Tex-Mex, Mexican",0,"Close","Latin American"
"83","2esINQvNBShE7c6RwGzE9w","Pollo Tropical","828 Providence Rd","Brandon","FL","33511",27.9250686,-82.3170951,2,70,1,"Food, Chicken Wings, Specialty Food, Chicken Shop, Fast Food, Ethnic Food, Restaurants, Caribbean, Latin American",0,"Open","Latin American"
"84","8agPzX-O-8LEDjDNloSdzQ","Groupers On The Gulf","1401 Gulf Blvd","Indian Rocks Beach","FL","33785",27.896856,-82.848033,4.5,117,1,"Soup, Seafood, Salad, Cuban, Restaurants, Barbeque",0,"Open","Latin American"
"85","wiO4EYRxuBhhDj924PlIIg","Angelito's Rotisserie & More","1441 E Fletcher Ave, Ste 111","Tampa","FL","33612",28.0688469,-82.4437504,4.5,60,0,"Caribbean, Puerto Rican, Spanish, Latin American, Restaurants",0,"Close","Latin American"
"86","FSTmzo0beEVMRMSArcp4fg","Lime Fresh Mexican Grill","1824 N Westshore Blvd","Tampa","FL","33607",27.9590140336,-82.5244080123,3,106,0,"Mexican, Restaurants",0,"Close","Latin American"
"87","sgKIKeFXSUHLeOcX1q8nQg","O.E. Market","125 S Hyde Park Ave","Tampa","FL","33606",27.9445699,-82.4638901,3.5,10,0,"Food, Sandwiches, Fast Food, Restaurants, Bakeries, Juice Bars & Smoothies, Mexican",0,"Close","Latin American"
"88","2VuOLrhe2Iu_FRz1gEIqQA","Michelle Faedo's Tampeño Cuisine","601 E Kennedy Blvd","Tampa","FL","33602",27.9483566,-82.4548727,4.5,67,1,"Latin American, Restaurants, Cuban, Local Flavor",0,"Open","Latin American"
"89","wn05g4jG2bQwvfqsFBag7A","Black Palm Restaurant","1700 Park St N","Saint Petersburg","FL","33710",27.788626,-82.752744,4.5,11,0,"Tapas Bars, Latin American, Restaurants",0,"Close","Latin American"
"90","0k2iNiQ34jZTrbrIINWahA","Arepa Express","7613 E Causeway Blvd","Tampa","FL","33619",27.9219500127,-82.3702156024,4.5,22,0,"Food Stands, Colombian, Restaurants, Latin American, Venezuelan",0,"Close","Latin American"
"91","3SI6DwinzZEFPfsFNWmQDg","Taqueria Pancho Villa","3185 N Dover Rd","Dover","FL","33527",27.9939153014,-82.2193002328,4,8,1,"Mexican, Food, Street Vendors, Food Stands, Restaurants",0,"Open","Latin American"
"92","a2ITIJRAY4Eo-xTH0vN95A","Chili's","17643 Bruce B Downs Blvd","Tampa","FL","33647",28.1318904,-82.3635819,2.5,67,1,"Restaurants, Nightlife, Tex-Mex, American (Traditional), Bars",0,"Open","Latin American"
"93","wHaQoyF5TncRNxiUQraJMQ","Florida Subs & Gyros","2017 Gulf To Bay Blvd","Clearwater","FL","33765",27.9600935,-82.7534613,4.5,63,1,"Restaurants, Greek, Mexican, American (Traditional)",0,"Open","Latin American"
"94","H96e2s__y-oodr_hkRUQNw","Doc Ford’s Rum Bar & Grille","610 2nd Ave NE","Saint Petersburg","FL","33701",27.7728341,-82.6262161,4,347,1,"Nightlife, American (Traditional), Bars, Restaurants, Seafood, Caribbean",0,"Open","Latin American"
"95","fM3rm3tcEcEOaH1mSrXkrA","Alma Llanera Venezuelan Food","6571 102nd Ave N","Pinellas Park","FL","33782",27.8659407,-82.7281719,4.5,124,1,"Restaurants, Latin American, Venezuelan",0,"Open","Latin American"
"96","v5ktgWMAARaczTMh2rAJKg","San Jose Mexican Restaurant","16540 Pointe Village Dr, Ste 112","Lutz","FL","33558",28.1893346665,-82.5410481178,3,155,1,"Restaurants, Mexican, Salad",0,"Open","Latin American"
"97","MWrSqr3VmBcSKT4Uhk695g","Santo Espiritu Bakery","5537C Sheldon Rd","Tampa","FL","33615",27.9991326534,-82.5823689172,5,10,1,"Sandwiches, Latin American, Coffee & Tea, Colombian, Food, Bakeries, Restaurants",0,"Open","Latin American"
"98","IutQN-u-d_T4Ra0MMHKeIw","Taco Bell","4599 Park Blvd","Pinellas Park","FL","33781",27.8397,-82.6957,2,24,1,"Restaurants, Mexican, Fast Food, Breakfast & Brunch, Tacos, Tex-Mex",0,"Open","Latin American"
"99","3yI-7C8JzbG-ZaSqAGHMAQ","TacoSon","7521 N 56th St","Tampa","FL","33617",28.0170237,-82.3930128,4.5,453,1,"Restaurants, Mexican",0,"Open","Latin American"
"100","qzCT_X5aTj8SkGpKdBYYdg","Chili's","7250 US Hwy 19 N","Pinellas Park","FL","33781",27.8377176,-82.6832766,2.5,102,1,"Nightlife, Tex-Mex, American (Traditional), Restaurants, Bars",0,"Open","Latin American"
"101","6vWKezveJpsWgjl5Cd3l-g","Pal Campo Restaurant Tampa","9218 Anderson Rd","Tampa","FL","33634",28.0316861848,-82.5410863711,3,164,1,"Latin American, Puerto Rican, Caribbean, Restaurants",0,"Open","Latin American"
"102","n01xMNLylzLMUzBpB9lxZQ","The Latin Bistro","7210 US 301 S","Riverview","FL","33578",27.8767128,-82.3264072,4,24,0,"Restaurants, Caribbean, Latin American, Cuban, Puerto Rican",0,"Close","Latin American"
"103","jYMxtQhB1YP0dfhr9P96ng","El Tipico Criollo","4721 Normandy Dr","Tampa","FL","33615",27.9873566489,-82.5709779877,4,62,1,"Restaurants, Latin American, Dominican, Caribbean, Delis",0,"Open","Latin American"
"104","tJwHRvOF8QlHy4Eu6FKfYQ","Tito's Latin Kitchen","1809 W Waters Ave","Tampa","FL","33604",28.0256718,-82.4775391,4.5,10,1,"Food, Food Trucks, Restaurants, Caribbean, Puerto Rican",0,"Open","Latin American"
"105","Rv6P37KiiuowrXti2JHZNQ","Nuevo Vallarta Authentic Mexican Food","9359 US Hwy 19 N","Pinellas Park","FL","33782",27.856714,-82.694275,4,106,1,"Event Planning & Services, Chicken Wings, Latin American, Caterers, Restaurants, Mexican, Tacos, New Mexican Cuisine, Seafood, Salad",0,"Open","Latin American"
"106","aj_NoNaOIdTjB7Rzl7lEIA","Pollo Tropical","7893 - 113 Street","Seminole","FL","33772",27.8442486,-82.7947666,2.5,41,0,"Fast Food, Chicken Shop, Restaurants, Caribbean, Latin American",0,"Close","Latin American"
"107","w0eMUGG8nLtQBSnCbURbZQ","Rincon Guatemalteco","708 W Dr Martin Luther King Jr Blvd","Tampa","FL","33603",27.9812500629,-82.4684009612,4.5,23,0,"Latin American, Restaurants, Mexican",0,"Close","Latin American"
"108","7bKnlDsHNq9ul8ftEDWoBA","Pollo Tropical","2140 Gulf To Bay Blvd","Clearwater","FL","33765",27.9610291,-82.7485678,2,89,1,"Restaurants, Salad, Sandwiches, Chicken Shop, Caribbean, Fast Food, Latin American",0,"Open","Latin American"
"109","u_0e1X9whtdIBURmiQCv_A","Burrito Boarder","17 3rd St N","Saint Petersburg","FL","33701",27.7716935,-82.6369356,3,190,0,"Food, Restaurants, Specialty Food, Mexican",0,"Close","Latin American"
"110","sTfVZ9xo36tU8R5DnaCGkg","Acapulco Taqueria","1001 N Macdill Ave","Tampa","FL","33607",27.952494,-82.4926884,4.5,303,0,"Grocery, Food, Restaurants, Tacos, Mexican",0,"Close","Latin American"
"111","642IgLN1a8kjDIeAkaps1A","Los Amigos Restaurant","17 7th Ave NE","Ruskin","FL","33570",27.7240414286,-82.4329638891,4.5,283,1,"Mexican, Restaurants",0,"Open","Latin American"
