"","business_id","name","address","City","State","postal_code","latitude","longitude","stars","review_count","is_open","categories","compliment_count","Business.Status","Format Category"
"19","YHlZCtNLplWoXK_eoOs9-g","Florida Avenue Brewing Co.","2029 Arrowgrass Dr","Wesley Chapel","FL","33544",28.1862569,-82.3674802,4,136,1,"Restaurants, Event Planning & Services, Beer, Wine & Spirits, Venues & Event Spaces, Food, Breweries",0,"Open","Bars"
"20","kKPJLiHIr9Gd9sYs3GhxDQ","Brick & Mortar","539 Central Ave","Saint Petersburg","FL","33701",27.7713489,-82.6410526,4.5,421,1,"Nightlife, Bars, American (New), Restaurants, Wine Bars",0,"Open","Bars"
"21","W2zeT_DtJq9GYDUJrzmFOA","Shenaniganz Chill and Grill","5813 N US Hwy 41","Apollo Beach","FL","33572",27.7595002941,-82.3994485574,3,9,0,"Beer, Wine & Spirits, Food, Restaurants, Sandwiches, Fast Food",0,"Close","Bars"
"22","SCBYAipfLtclqn5psCyIpQ","Applebee's Grill + Bar","4651 Commercial Way","Spring Hill","FL","34606",28.496026,-82.596027,2.5,38,1,"Nightlife, American (New), Restaurants, Sports Bars, Bars, American (Traditional), Steakhouses, Burgers",0,"Open","Bars"
"23","P_x9fEz8efemqOIV46S0tg","Red Mesa Restaurant","4912 4th St N","St Petersburg","FL","33703",27.8168717,-82.6389697,4,585,1,"Bars, Cuban, Wine Bars, Nightlife, Tex-Mex, Restaurants, Latin American, Mexican",0,"Open","Bars"
"24","eUO4QA6nL2XdCeWuD7tkww","Room 901","901 1st Ave S","Saint Petersburg","FL","33705",27.7705207676,-82.6470636204,4,59,0,"Whiskey Bars, Wine Bars, Restaurants, Bars, American (Traditional), Beer Bar, Pubs, Nightlife",0,"Close","Bars"
"25","mm4gSCCJXuAZFWDkESMjmw","Green Iguana Bar & Grill","9202 Anderson Rd","Tampa","FL","33602",28.030793,-82.540639,3,24,0,"Bars, American (New), Beer, Wine & Spirits, Food, Restaurants, Nightlife",0,"Close","Bars"
"26","bjl2Xtm9kCWsCqz0OkS75g","Tapper Pub","3832 Britton Plz","Tampa","FL","33611",27.907526,-82.502693,4,29,1,"Sandwiches, Pubs, Bars, Nightlife, Dive Bars, Restaurants",0,"Open","Bars"
"27","7tN8hIXdQlfc7Lf5OOyjeg","Gator's Dockside - Tampa","5840 E Fowler Ave","Tampa","FL","33617",28.0548911,-82.3905826,3.5,158,0,"American (Traditional), Nightlife, Chicken Wings, Restaurants, Bars, Sports Bars, Fish & Chips",0,"Close","Bars"
"28","WWnRdTjwaTnsLSJX95j-Zw","Hablo Taco","615 Channelside Dr, Ste 127, Channelside Bay Plaza","Tampa","FL","33602",27.9430540651,-82.447500625,3.5,268,0,"Lounges, Restaurants, Mexican, Nightlife, Bars, Tex-Mex",1,"Close","Bars"
"29","skX8LBrX5U45JoF07ykbJQ","E Sushi Odessa","13537 State Rd 54","Odessa","FL","33556",28.1958513945,-82.5917008406,4,55,1,"Restaurants, Sushi Bars, Japanese, Bars, Beer Bar, Nightlife, Steakhouses",0,"Open","Bars"
"30","A2TDvUnOgCRKeyWN8V2WGg","WingHouse Bar & Grill","7369 Ulmerton Road","Largo","FL","33771",27.8945981,-82.7399479,3.5,112,1,"Nightlife, American (New), Restaurants, Bars, Chicken Wings, Sports Bars",0,"Open","Bars"
"31","31Spe3vCX5fHoA768ZCR9g","Tap's Deli & Brewhouse","5914 Providence Rd","Riverview","FL","33578",27.894733938,-82.3181672347,3,19,0,"Beer Bar, Nightlife, Restaurants, Food, Delis, American (New), Gastropubs, Bars, Cocktail Bars, Breweries",0,"Close","Bars"
"32","qppGA9vCUPfw9ngOy_R90w","Cru Cellars - Palma Ceia","2506 S MacDill Ave","Tampa","FL","33629",27.9227533,-82.4934024,4,184,1,"Restaurants, Bars, Tapas/Small Plates, Nightlife, American (New), Venues & Event Spaces, Event Planning & Services, Wine Bars",0,"Open","Bars"
"33","m14o43aOPMR5Z8MhDi8wVw","Hooters","2250 Tyrone Sq","Saint Petersburg","FL","33710",27.7929717597,-82.734238074,2.5,61,0,"Restaurants, American (New), Sports Bars, Chicken Wings, American (Traditional), Nightlife, Burgers, Bars",0,"Close","Bars"
"34","5xd-UOui26nPkNLos2PjcA","The Dewey Beach Bar & Grill","109 8th Ave","St Pete Beach","FL","33706",27.6881747064,-82.7370218933,4,106,1,"American (Traditional), Breakfast & Brunch, Wine Bars, Bars, Nightlife, Restaurants",0,"Open","Bars"
"35","JtaWVKpvSvEUNOzOW6xFAA","Rum Runners","2706 US-19 ALT","Palm Harbor","FL","34683",28.093237,-82.7707999,2.5,20,1,"Pubs, Bars, Nightlife, Sports Bars, Restaurants, American (Traditional)",0,"Open","Bars"
"36","2tg6sMQr9rrXVXmgrqBYmg","Cody's Original Roadhouse","11270 4th St N","Saint Petersburg","FL","33716",27.874373,-82.640223,3,79,0,"Pubs, Restaurants, Steakhouses, Nightlife, American (Traditional), Bars",0,"Close","Bars"
"37","gT69S0R0gpmxwjCLznwT4A","Gio's","3621 W Waters Ave","Tampa","FL","33614",28.0274726,-82.5014256,4,95,1,"Nightlife, Bars, Italian, Wine Bars, Restaurants",0,"Open","Bars"
"38","O4ZGS9QvvCO-mpzmn5nfDg","Calusa Pizza & Craft","17695 N Dale Mabry Hwy","Lutz","FL","33548",28.1269692,-82.5008361,4.5,30,1,"Nightlife, Restaurants, Desserts, Wine Bars, Beer, Wine & Spirits, Bars, Pizza, Food",0,"Open","Bars"
"39","W78GCXLuneV5b6prO-X4aw","Tace Lounge New Orleans Cuisine & Jazz","14380 N Dale Mabry Hwy","Tampa","FL","33618",28.0783164102,-82.507608179,2.5,77,0,"Food Tours, Lounges, Tours, Party & Event Planning, Hotels & Travel, Food, Beer, Wine & Spirits, Music Venues, Nightlife, Bars, Cajun/Creole, Arts & Entertainment, Jazz & Blues, Event Planning & Services, Restaurants",0,"Close","Bars"
"40","KhBUg5QhBYuK8RZAe5gDMQ","The Independent","5016 N Florida Ave","Tampa","FL","33603",27.9919501,-82.4596455,4,360,1,"Restaurants, Nightlife, Pubs, Food, Bars, American (New), German, Coffee & Tea, American (Traditional), Beer Bar",0,"Open","Bars"
"41","qjXqWIBNvMcs1s4iMezNag","Beef 'O' Brady's","2471 N McMullen Booth Rd","Clearwater","FL","33759",28.0115821,-82.7139874,2.5,28,0,"Chicken Wings, American (Traditional), Sports Bars, Restaurants, American (New), Nightlife, Bars, Pubs",0,"Close","Bars"
"42","U0bRYyQaIP2bzmOZf2N89g","Winghouse - New Port Richey","6515 US Hwy 19","New Port Richey","FL","34652",28.2527517,-82.7282655,3,82,1,"Chicken Wings, Restaurants, Pubs, American (Traditional), Bars, Nightlife",0,"Open","Bars"
"43","cx5rIVMN-FXwBkl2Kbot7w","North 30th Sports Pub & Grille","11402 N 30th St","Tampa","FL","33612",28.052244,-82.426674,4.5,106,1,"Nightlife, Sports Bars, Bars, Restaurants, American (Traditional)",0,"Open","Bars"
"44","W0vdz23JQtVQX5vJkiCj3g","Cask And Ale","29 3rd St N","Saint Petersburg","FL","33701",27.7714260256,-82.6368627591,4,118,0,"Bars, Restaurants, Tapas/Small Plates, Nightlife, Lounges",0,"Close","Bars"
"45","tavK8PX3ysc8DRFEB8AlTA","Quality Foods Market","16307 N Florida Ave","Lutz","FL","33549",28.1024492,-82.4600226,4.5,32,1,"Salad, Grocery, Specialty Food, Delis, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, Vegan, Sandwiches, Bars, Pizza, Wine Bars, Desserts, Restaurants",0,"Open","Bars"
"46","DnSo3yO1c0LDvkEzzyvS3Q","Glory Days Grill","4088 Park St N","Saint Petersburg","FL","33709",27.8096646,-82.7548261,3.5,58,1,"American (Traditional), Bars, Sports Bars, Restaurants, Nightlife, Chicken Wings",0,"Open","Bars"
"47","IL4q5kYnSLSuhjlyxKuNMw","Beef 'O' Brady's","13847-C Walsingham Rd","Largo","FL","33774",27.8801757,-82.8293008,3,11,0,"Desserts, Bars, American (New), Pubs, Sports Bars, Restaurants, Food, American (Traditional), Burgers, Nightlife, Sandwiches",0,"Close","Bars"
"48","ixPTo6Hum7nNZ7A4VPhTXg","Brick House Tavern + Tap","1102 N Dale Mabry Hwy","Tampa","FL","33607",27.9530594577,-82.5062855333,3.5,561,1,"Restaurants, Burgers, American (Traditional), Bars, Pubs, Nightlife",0,"Open","Bars"
"49","ZiQiMlvgk19GrEEkN9kyRA","The Blind Tiger Cafe - Ybor City","1901 E 7th Ave","Tampa","FL","33605",27.9601407,-82.4378181,4.5,331,1,"Shopping, Vegan, Vegetarian, Beer, Wine & Spirits, Sandwiches, Food, Bagels, Bakeries, Coffee & Tea, Men's Clothing, American (Traditional), Restaurants, Women's Clothing, Breakfast & Brunch, Acai Bowls, Fashion, Cafes",0,"Open","Bars"
"50","-TCa3KBib07_1ko9L2Z0fQ","Yeoman's Cask and Lion","200 1st Ave S, Ste B","Saint Petersburg","FL","33701",27.7698785,-82.6358084,3.5,63,0,"Nightlife, Pubs, Breakfast & Brunch, Bars, Burgers, British, Cocktail Bars, Restaurants",0,"Close","Bars"
"51","-gZPRSuaHJG7PYHAGFmqdQ","Osaka Sushi","129 E Bloomingdale Ave","Brandon","FL","33511",27.8935758,-82.2842946,4,52,0,"Nightlife, Asian Fusion, Japanese, Bars, Lounges, Restaurants, Sushi Bars",0,"Close","Bars"
"52","B7nlRFe3EeQwAWpUpefGHA","Provisions Coffee & Kitchen","5862 Goldview Pkwy","Wesley Chapel","FL","33544",28.2418295018,-82.3519144186,4.5,261,1,"Bakeries, Coffee & Tea, Bars, Donuts, Beer Bar, Food, Bubble Tea, Restaurants, Nightlife, Breakfast & Brunch, Gluten-Free, Vegan, Cafes, Acai Bowls",0,"Open","Bars"
"53","WmzwJXyBdqsZCZ254XDrtQ","Sharky's Beach Bar","411 South Gulfview Blvd","Clearwater Beach","FL","33767",27.9708364,-82.8295894558,3.5,63,0,"Nightlife, Restaurants, Sports Bars, Bar Crawl, Barbeque, Burgers, Soup, Pubs, Bars, Sandwiches",0,"Close","Bars"
"54","vJU7VP831iKtwdwdD49MWw","Harr's Surf & Turf Market Inc","3235 Tampa Rd","Palm Harbor","FL","34684",28.0675269,-82.7250507,2,34,0,"Specialty Food, Caterers, Meat Shops, Delis, Beer, Wine & Spirits, Restaurants, Food, Event Planning & Services, Seafood Markets",0,"Close","Bars"
"55","qOdsOVOM98hHj1SCRscjHg","Applebee's Grill + Bar","30180 US Hwy 19 N","Clearwater","FL","33761",28.046483,-82.739009,2.5,68,1,"American (Traditional), Restaurants, Bars, Chicken Wings, Sports Bars, Steakhouses, Burgers, Nightlife",0,"Open","Bars"
"56","A21srfWbl97OWsCn2lK-0Q","El Gallo Grande","1625 4th St S","Saint Petersburg","FL","33701",27.7543071294,-82.6386860758,3.5,157,0,"Beer, Wine & Spirits, Mexican, Bars, Food, Sports Bars, Restaurants, Nightlife, Specialty Food, Ethnic Food",0,"Close","Bars"
"57","s_ATCd6WGLEFvW4GNBBBUg","DiGiorgio’s Pizzeria","191 Orange St","Palm Harbor","FL","34683",28.0628441,-82.7768681,4.5,22,1,"Italian, Restaurants, Pizza, Nightlife, Wine Bars, Bars",0,"Open","Bars"
"58","d1HcINr1Sm0ZSrU6lNl2kw","Publix Super Markets","902 Curlew Rd","Dunedin","FL","34698",28.050044,-82.778488,4,16,1,"Specialty Food, Food, Meat Shops, Restaurants, Grocery, Beer, Wine & Spirits, Bakeries",0,"Open","Bars"
"59","5Y_TiS_KJAgJMf9ZiKutEQ","Jungle Prada Tavern","1700 Park St N","Saint Petersburg","FL","33710",27.7886629071,-82.7528067895,3.5,118,1,"Salad, Bars, Pubs, Food, Restaurants, Pizza, Nightlife",0,"Open","Bars"
"60","WoFttPbJRti49sXBgOeIBQ","WingHouse Bar & Grill","5510 Post Oak Blvd","Wesley Chapel","FL","33544",28.2368754,-82.3687938,3,146,1,"Bars, Chicken Wings, Sports Bars, American (New), Restaurants, American (Traditional), Nightlife",0,"Open","Bars"
"61","i1kwgtoCQN3t5curFYWRUg","The Spot Bar And Grill","1437 Central Ave","Saint Petersburg","FL","33705",27.7711703628,-82.6535012573,4,16,0,"Restaurants, Internet Cafes, Food, Nightlife, Burgers, Breakfast & Brunch, Bars, Beer, Wine & Spirits, Sandwiches",0,"Close","Bars"
"62","P5Wq5OwEJ0Zz7piLoToXDA","Applebee's Grill + Bar","5779 East Fowler Ave","Temple Terrace","FL","33617",28.053935,-82.391658,2,107,1,"Bars, American (Traditional), Sports Bars, Chicken Wings, Nightlife, Restaurants, Steakhouses, Burgers",0,"Open","Bars"
"63","HU-S7rzIE1qDkCy4L54CHA","Sunova Beach","208 S Howard Ave","Tampa","FL","33606",27.9428663305,-82.4828919768,3.5,28,0,"Beer, Wine & Spirits, American (New), Bars, Sandwiches, Nightlife, Sports Bars, Burgers, Food, Restaurants, Cocktail Bars",0,"Close","Bars"
"64","w4eWSjuQ75RluGFyPrkbYw","Beef 'O' Brady's","5600 Gulf Blvd","St. Pete Beach","FL","33706",27.7315061,-82.7451024,3,64,1,"Pubs, American (Traditional), Bars, Restaurants, Sports Bars, Nightlife",0,"Open","Bars"
"65","pOShvapemo3TgL6-GbZ1VA","Capo De Monte Italian Market","8400 Seminole Blvd","Seminole","FL","33772",27.8489918,-82.7875867,4.5,41,0,"Italian, Grocery, Restaurants, Delis, Event Planning & Services, Food, Beer, Wine & Spirits, Specialty Food, Caterers",0,"Close","Bars"
"66","mqXBKsv5O2ETyD27NY1n2g","Tilted Kilt Pub and Eatery","14457 North Dale Mabry Hwy","Tampa","FL","33618",28.0801044,-82.5067022,2.5,11,0,"British, Beer, Wine & Spirits, Food, Restaurants, Nightlife, Pubs, Bars",0,"Close","Bars"
"67","TB1FQ3iO9KJWOU56sA7Ozw","Boardwalk Pasta & Seafood","5901 Sun Blvd","Saint Petersburg","FL","33715",27.7133102,-82.7143138,3,61,0,"Seafood, Beer, Wine & Spirits, American (New), Nightlife, Bars, American (Traditional), Food, Restaurants",0,"Close","Bars"
"68","LnJSsNVZkStgtj86fJrKxQ","J D's Restaurant & Lounge","125 Gulf Blvd","Indian Rocks Beach","FL","33785",27.8791056191,-82.8501277135,3,200,1,"Bars, Seafood, Nightlife, Lounges, Restaurants",0,"Open","Bars"
"69","RkA7wLIxPweJn0HgLSNjHw","Glory Days Grill","11310 Causeway Blvd","Brandon","FL","33511",27.923884,-82.3218519,4,147,1,"Bars, Chicken Wings, American (Traditional), Sports Bars, Restaurants, Nightlife",0,"Open","Bars"
"70","f4PA-f1tcN1bIpZJLdFsQQ","Deccan Spice","2325 Ulmerton Rd, Ste 28","Clearwater","FL","33762",27.8944003,-82.6674843,4,268,1,"Nightlife, Venues & Event Spaces, Indian, Bars, Buffets, Restaurants, Lounges, Soup, Event Planning & Services, Salad",0,"Open","Bars"
"71","fW1hp1Lje2fBZpDgm31ohg","Yard of Ale St Pete","260 1st Ave N","Saint Petersburg","FL","33701",27.771856836,-82.6365888513,4,53,1,"Bars, Nightlife, Restaurants, Pubs, Beer Bar, Sports Bars, American (New)",0,"Open","Bars"
"72","_bofVL_0MxlZYWBa8XEJEg","swah-rey","2105 Central Avenue","St Petersburg","FL","33713",27.771237,-82.6618737,4.5,239,0,"Wine Bars, Food, Cupcakes, Nightlife, Bars, Patisserie/Cake Shop, Bakeries, Cafes, Comfort Food, American (New), Restaurants, Beer, Wine & Spirits, Coffee & Tea, Desserts",0,"Close","Bars"
"73","wHyRfaCUBVG9GfXkNIzLzA","Beef 'O' Brady's","10920 Cross Creek Blvd","Tampa","FL","33647",28.1454126,-82.2840341,2,12,0,"Sports Bars, Fast Food, Bars, American (Traditional), Pubs, Restaurants, Nightlife",0,"Close","Bars"
"74","ubIwwAx-JxZmgSoJgW_0og","The Outpost Tap House + Tavern","909 W Kennedy Blvd","Tampa","FL","33606",27.9450397,-82.4691467,3.5,94,0,"Food, Restaurants, Bars, Sports Bars, Beer, Wine & Spirits, Chicken Wings, American (Traditional), Nightlife",0,"Close","Bars"
"75","QcVA0SY3xV1ZXd5WYO7BUQ","Gen X Tavern","103 E Jackson St","Tampa","FL","33602",27.9463184,-82.4588364,3.5,209,1,"Bars, Pubs, Nightlife, American (New), Restaurants",0,"Open","Bars"
"76","enarGotTJq0LCk2bbCYqGA","Dagwoods Sports Tavern","8458 Sheldon Rd","Tampa","FL","33615",28.0273266,-82.5840666,3,33,1,"Restaurants, Bars, Nightlife, American (Traditional), Dive Bars, Sports Bars",0,"Open","Bars"
"77","gcycWnQWsrrE5NEpcBuuRw","Riveters Tampa","2301 N Dale Mabry Hwy","Tampa","FL","33607",27.9618233,-82.505074,4.5,64,1,"Bars, Nightlife, American (Traditional), American (New), Cocktail Bars, Restaurants, Sports Bars",0,"Open","Bars"
"78","c37aDysgwNQsLpMWNedhTg","Bascettis Italian Grille","1568 Main St","Dunedin","FL","34698",28.0198734,-82.7615795,3.5,83,1,"Bars, Desserts, Italian, Restaurants, Steakhouses, Food, Nightlife, Wine Bars",0,"Open","Bars"
"79","3U2sXQGPbUuAq9NflDgdRA","Razzel's Bar and Lounge","2794 Gulf To Bay Blvd","Clearwater","FL","33759",27.96120333,-82.72191167,3.5,14,0,"Bars, Chicken Wings, Dance Clubs, Pool Halls, Sports Bars, Nightlife, Karaoke, Dive Bars, Restaurants",0,"Close","Bars"
"80","JCpGUgmvCIcPplQIRGD4yg","The Blend","1211 Fourth St N","Saint Petersburg","FL","33701",27.7841993,-82.6382161,4,43,1,"Coffee & Tea, Kombucha, Bars, Food, Nightlife, Restaurants, Wine Bars",0,"Open","Bars"
"81","lRPOodYgeRScvDDDO8_Qjg","Tuttorosso Restaurant & Pizzeria","7863 Blind Pass Rd","St Pete Beach","FL","33706",27.7456209,-82.7518865,4,336,1,"Italian, Australian, Pizza, Bars, Wine Bars, Salad, Restaurants, Sports Bars, Nightlife",0,"Open","Bars"
"82","Ge71X_Evc-rtzD8ZXMYzOw","Buffalo Wild Wings","10500 Ulmerton Rd, Ste 476","Largo","FL","33771",27.8941849871,-82.7841552765,2.5,118,1,"American (Traditional), Nightlife, Bars, Restaurants, Sports Bars, Chicken Wings",0,"Open","Bars"
"83","YbZookrZl4TYe3COc87iQQ","Brits British Pub and Eatery","13706 Little Rd","Hudson","FL","34667",28.3566369,-82.6647368,4,75,0,"Bars, Irish, British, Karaoke, Sports Bars, Fish & Chips, Nightlife, Restaurants",0,"Close","Bars"
"84","IUN-1btz9-CiL2b6tDNQqg","Benedetto's Ristorante Italiano","21529 Village Lakes Shopping Center Dr","Land O Lakes","FL","34639",28.1905807372,-82.4596807184,3.5,400,1,"Arts & Entertainment, Restaurants, Italian, Beer, Wine & Spirits, Fruits & Veggies, Farms, Specialty Food, Seafood, Food",0,"Open","Bars"
"85","hA_21KNZ-qpA23hN4_txqQ","Tates Pizza","3342 S W Shore Blvd","Tampa","FL","33629",27.9135743,-82.5264264,3,97,1,"Sports Bars, Lounges, Nightlife, Pizza, Italian, Beer, Wine & Spirits, Bars, Food, Cocktail Bars, Restaurants",0,"Open","Bars"
"86","X58bbekzeDgD-UHcjfEOIg","Buffalo Wild Wings","2938 Tyrone Blvd N","St Petersburg","FL","33710",27.7971469,-82.7350935,2.5,86,1,"Chicken Wings, Nightlife, Sports Bars, American (Traditional), Bars, Restaurants",0,"Open","Bars"
"87","WkfcQNU56X6QO8UgZ1hHqA","Britannia Arms","7220 Central Ave","Saint Petersburg","FL","33707",27.7710456848,-82.7387084961,4.5,33,0,"Food, Fish & Chips, British, Beer, Wine & Spirits, Restaurants, American (Traditional)",1,"Close","Bars"
"88","1817ULc2--fRD1eWnFLg3A","The Brass Tap","10047 N Dale Mabry Hwy","Tampa","FL","33618",28.042757,-82.504513,3.5,158,1,"Bars, Restaurants, Sports Bars, Beer Bar, Music Venues, Salad, Nightlife, Arts & Entertainment, Pubs, Burgers, American (New), Chicken Wings",0,"Open","Bars"
"89","p7AUpadYocxqVJoxB1KN2w","Alati  - Tarpon Springs","25 Dodecanese Blvd","Tarpon Springs","FL","34689",28.1551835,-82.7576679,4,21,1,"Restaurants, Sports Bars, Bars, Greek, American (New), Nightlife",0,"Open","Bars"
"90","DiysGe4irEY2Yu0iIhdkmw","Blinkers Beachside","476 Mandalay Ave","Clearwater","FL","33767",27.9813638,-82.8272013,4,294,1,"Lounges, Nightlife, Bars, Seafood, Steakhouses, Restaurants",0,"Open","Bars"
"91","OK0ETAJIDjBVJvGmyYny1w","The Brown Boxer Pub & Grille","26133 US Hwy 19 N","Clearwater","FL","33763",28.0100495,-82.7298736,3,11,0,"Nightlife, Bars, Food, Sports Bars, Restaurants, Beer, Wine & Spirits, American (Traditional)",0,"Close","Bars"
"92","x3RBrF6nJqhPU-8MXOA27g","Peggy O'Neill's Irish Pub & Eatery","13910 W Hillsborough Ave","Tampa","FL","33635",28.0321277,-82.6462975,3.5,49,0,"Sports Bars, Karaoke, Nightlife, Irish, Bars, Pubs, Beer, Wine & Spirits, Restaurants, Food",0,"Close","Bars"
"93","v7gYejBWthNRIDYOaJJb6w","Beef 'O' Brady's","2561 E State Rd 60","Valrico","FL","33594",27.9365976,-82.2423771,3,36,1,"Pubs, Nightlife, Restaurants, Bars, Sports Bars, American (Traditional)",0,"Open","Bars"
"94","cbG-YiFmhZ6AmGuuP6f64g","The Haus Coffee Shop IRB","12199 Indian Rocks Rd, unit 1","Largo","FL","33774",27.8837395,-82.832071,4.5,23,1,"Wine Bars, Bars, Restaurants, Food, Coffee & Tea, Sandwiches, Nightlife, Beer Bar, Breakfast & Brunch",0,"Open","Bars"
"95","AcGOk0jbFkvI1QzDpkqA8w","The Rusty Lyon","923 Broadway","Dunedin","FL","34698",28.0139357,-82.7895115,4,146,1,"Cocktail Bars, American (Traditional), Bars, Restaurants, Nightlife, Beer Bar, Food, Beer, Wine & Spirits",0,"Open","Bars"
"96","vEtexbD3cShpj8M6wUUlgQ","La Casa Della Pasta","3434 W Columbus Dr","Tampa","FL","33607",27.9661881,-82.5005371,3.5,9,0,"Bars, Nightlife, Restaurants, Italian, Wine Bars",0,"Close","Bars"
"97","mMXCzZxa-cKz2XPSkvz7wA","Crafty Squirrel","259 Central Ave","Saint Petersburg","FL","33701",27.7714457474,-82.6367384568,3.5,43,1,"Nightlife, Sports Bars, Pizza, Bars, Chicken Wings, Restaurants",0,"Open","Bars"
